transaction_id,account_id,destino_id,tipo,valor,data_hora,canal,cliente,cpf,agencia,saldo_inicial,status_conta,perfil_risco_cliente,limite_diario,motivo,status_processamento,impacto_financeiro,valor_acima_limite,conta_invalida,conta_bloqueada,horario_sensivel,duplicada,risk_score,nivel_risco
TRX0001021,ACC00094,ACC00083,PIX,621.96,2026-05-27T03:57:37,INTERNET_BANKING,Marcos Gomes,773.485.175-57,9162.0,7641.72,ATIVA,BAIXO,11091.68,APROVADA,APROVADA,621.96,False,False,False,True,False,13.27,BAIXO
TRX0001022,ACC00057,,SAQUE,370.45,2026-03-14T16:57:37,ATM,Ana Barbosa,205.794.898-43,9800.0,5789.89,ATIVA,BAIXO,14553.35,APROVADA,APROVADA,370.45,False,False,False,False,False,17.45,BAIXO
TRX0001023,ACC00063,ACC00112,PIX,464.47,2026-05-23T07:24:37,APP,Rafael Ribeiro,834.489.975-59,3560.0,3383.18,ATIVA,BAIXO,22863.02,APROVADA,APROVADA,464.47,False,False,False,False,False,0.14,BAIXO
TRX0001024,ACC00008,ACC00021,PIX,633.86,2026-04-14T22:16:37,INTERNET_BANKING,Gabriela Ribeiro,155.796.444-83,2502.0,2626.09,ATIVA,MEDIO,12354.11,APROVADA,APROVADA,633.86,False,False,False,False,False,11.26,BAIXO
TRX0001025,ACC00091,,CARTAO,1619.21,2026-03-14T13:42:37,INTERNET_BANKING,Larissa Santos,822.954.267-05,9939.0,2892.14,ATIVA,BAIXO,4532.21,APROVADA,APROVADA,1619.21,False,False,False,False,False,9.98,BAIXO
TRX0001026,ACC00068,,CARTAO,801.31,2026-04-30T18:19:37,APP,Diego Lima,102.148.101-52,5405.0,891.47,ATIVA,MEDIO,21268.29,APROVADA,APROVADA,801.31,False,False,False,False,False,12.29,BAIXO
TRX0001027,ACC00113,ACC00108,PIX,305.31,2026-04-27T00:34:37,APP,Gabriela Dias,145.101.681-33,4246.0,1649.85,ATIVA,BAIXO,15846.4,APROVADA,APROVADA,305.31,False,False,False,True,False,10.04,BAIXO
TRX0001028,ACC00005,ACC00118,PIX,736.17,2026-05-09T01:44:37,CAIXA,Natalia Silva,488.382.266-18,2798.0,3869.27,ATIVA,BAIXO,18071.39,APROVADA,APROVADA,736.17,False,False,False,True,False,21.9,BAIXO
TRX0001029,ACC00026,,BOLETO,494.75,2026-03-12T09:56:37,APP,Natalia Lima,839.578.785-04,2633.0,45829.14,ATIVA,BAIXO,11282.17,APROVADA,APROVADA,494.75,False,False,False,False,False,2.85,BAIXO
TRX0001030,ACC00051,ACC00016,PIX,383.35,2026-04-07T09:25:37,ATM,Elisa Costa,299.062.121-49,6277.0,422.07,ATIVA,BAIXO,21324.33,APROVADA,APROVADA,383.35,False,False,False,False,False,7.81,BAIXO
TRX0001031,ACC00031,,DEPOSITO,1608.09,2026-05-04T22:28:37,APP,Carla Rocha,025.658.919-66,1855.0,18743.11,ATIVA,ALTO,4729.09,APROVADA,APROVADA,1608.09,False,False,False,False,False,28.74,BAIXO
TRX0001032,ACC00112,ACC00071,PIX,380.8,2026-05-29T22:16:37,INTERNET_BANKING,Otavio Souza,048.489.403-24,6271.0,1205.68,ATIVA,BAIXO,3830.19,APROVADA,APROVADA,380.8,False,False,False,False,False,2.95,BAIXO
TRX0001033,ACC00021,ACC00034,PIX,302.49,2026-04-21T11:57:37,APP,Rafael Ferreira,145.639.529-94,1223.0,4528.96,ATIVA,BAIXO,4797.98,APROVADA,APROVADA,302.49,False,False,False,False,False,0.04,BAIXO
TRX0001034,ACC00089,ACC00004,PIX,2014.46,2026-05-29T00:58:37,APP,Carla Ferreira,803.119.039-60,5184.0,4724.06,ATIVA,BAIXO,24732.19,APROVADA,APROVADA,2014.46,False,False,False,True,False,12.83,BAIXO
TRX0001035,ACC00021,,BOLETO,93.19,2026-03-15T00:50:37,APP,Rafael Ferreira,145.639.529-94,1223.0,4528.96,ATIVA,BAIXO,4797.98,APROVADA,APROVADA,93.19,False,False,False,True,False,14.76,BAIXO
TRX0001036,ACC00110,,BOLETO,14746.51,2026-03-09T15:54:37,APP,Felipe Rocha,405.096.346-22,4767.0,3373.26,ATIVA,BAIXO,10556.18,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,48.82,MEDIO
TRX0001037,ACC00035,,CARTAO,408.08,2026-03-04T05:15:37,APP,Felipe Costa,910.954.731-71,5976.0,1737.1,ATIVA,BAIXO,10344.45,APROVADA,APROVADA,408.08,False,False,False,True,False,13.59,BAIXO
TRX0001038,ACC00061,,DEPOSITO,3126.56,2026-04-14T07:00:37,APP,Otavio Dias,606.347.485-96,3666.0,2687.61,ATIVA,BAIXO,24943.13,APROVADA,APROVADA,3126.56,False,False,False,False,False,14.0,BAIXO
TRX0001039,ACCX43081,,SAQUE,1564.56,2026-04-11T08:06:37,APP,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,100.0,ALTO
TRX0001040,ACC00040,,DEPOSITO,805.13,2026-03-25T11:46:37,INTERNET_BANKING,Larissa Santos,991.786.884-04,2815.0,12310.74,ATIVA,MEDIO,5147.51,APROVADA,APROVADA,805.13,False,False,False,False,False,22.3,BAIXO
TRX0001041,ACC00055,,CARTAO,301.15,2026-03-13T17:00:37,CAIXA,Carla Rocha,567.986.849-76,9129.0,416.16,ENCERRADA,MEDIO,21869.83,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,53.65,MEDIO
TRX0001042,ACC00033,,DEPOSITO,292.66,2026-05-24T05:13:37,APP,Carla Pereira,054.465.779-75,5428.0,568.55,BLOQUEADA,BAIXO,4251.93,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,48.71,MEDIO
TRX0001043,ACC00106,,SAQUE,96.92,2026-03-05T09:32:37,APP,Otavio Santos,003.678.310-10,8746.0,1628.17,ATIVA,MEDIO,3679.77,APROVADA,APROVADA,96.92,False,False,False,False,False,18.03,BAIXO
TRX0001044,ACC00066,ACC00108,PIX,327.52,2026-04-02T21:58:37,APP,Felipe Barbosa,463.975.941-09,9637.0,1730.15,ATIVA,BAIXO,3039.97,APROVADA,APROVADA,327.52,False,False,False,False,False,0.05,BAIXO
TRX0001045,ACC00072,,CARTAO,489.74,2026-03-29T06:22:37,APP,Rafael Pereira,990.378.135-71,6406.0,11211.54,ATIVA,BAIXO,3335.55,APROVADA,APROVADA,489.74,False,False,False,False,False,3.73,BAIXO
TRX0001046,ACC00088,,SAQUE,1414.78,2026-04-13T18:08:37,APP,Henrique Oliveira,358.431.311-90,5337.0,16037.01,ATIVA,BAIXO,6381.36,APROVADA,APROVADA,1414.78,False,False,False,False,False,10.32,BAIXO
TRX0001047,ACC00036,ACC00111,PIX,880.74,2026-03-15T13:12:37,APP,Larissa Teixeira,078.941.288-61,2097.0,15426.3,ATIVA,BAIXO,12176.47,APROVADA,APROVADA,880.74,False,False,False,False,False,0.68,BAIXO
TRX0001048,ACC00084,ACC00115,TED,139.82,2026-04-26T18:31:37,APP,Felipe Teixeira,504.193.254-08,8611.0,1720.32,ATIVA,BAIXO,7451.5,APROVADA,APROVADA,139.82,False,False,False,False,False,6.67,BAIXO
TRX0001049,ACC00025,ACC00098,TED,1073.95,2026-05-01T03:10:37,APP,Patricia Souza,511.251.415-07,1498.0,4487.06,ATIVA,BAIXO,17496.79,APROVADA,APROVADA,1073.95,False,False,False,True,False,16.81,BAIXO
TRX0001050,ACC00008,,BOLETO,2229.67,2026-05-29T15:54:37,INTERNET_BANKING,Gabriela Ribeiro,155.796.444-83,2502.0,2626.09,ATIVA,MEDIO,12354.11,APROVADA,APROVADA,2229.67,False,False,False,False,False,19.36,BAIXO
TRX0001051,ACC00052,,SAQUE,298.96,2026-03-07T15:36:37,APP,Otavio Ribeiro,564.677.607-37,5855.0,6610.4,ATIVA,BAIXO,19562.75,APROVADA,APROVADA,298.96,False,False,False,False,False,8.28,BAIXO
TRX0001052,ACC00004,ACC00038,PIX,246.09,2026-05-21T18:41:37,APP,Patricia Gomes,047.141.643-25,7027.0,7107.66,ATIVA,MEDIO,8840.62,APROVADA,APROVADA,246.09,False,False,False,False,False,8.26,BAIXO
TRX0001053,ACC00054,,BOLETO,1255.24,2026-03-06T10:54:37,APP,Larissa Ribeiro,310.331.206-96,5033.0,4312.08,ATIVA,BAIXO,8033.52,APROVADA,APROVADA,1255.24,False,False,False,False,False,4.2,BAIXO
TRX0001054,ACC00091,ACC00105,PIX,1226.11,2026-04-09T17:36:37,INTERNET_BANKING,Larissa Santos,822.954.267-05,9939.0,2892.14,ATIVA,BAIXO,4532.21,APROVADA,APROVADA,1226.11,False,False,False,False,False,4.98,BAIXO
TRX0001055,ACC00093,ACC00088,PIX,437.15,2026-05-28T06:55:37,ATM,Isabela Gomes,510.698.509-42,9031.0,2772.88,ATIVA,BAIXO,23767.09,APROVADA,APROVADA,437.15,False,False,False,False,False,7.81,BAIXO
TRX0001056,ACC00101,ACC00086,PIX,287.03,2026-03-08T11:18:37,INTERNET_BANKING,Diego Costa,676.113.492-19,2385.0,11933.58,ATIVA,ALTO,24549.3,APROVADA,APROVADA,287.03,False,False,False,False,False,21.27,BAIXO
TRX0001057,ACC00039,ACC00108,PIX,1438.28,2026-04-01T08:34:37,APP,Natalia Dias,092.690.001-08,6452.0,1133.62,ATIVA,MEDIO,2844.95,SALDO_INSUFICIENTE,REJEITADA,0.0,False,False,False,False,False,9.47,BAIXO
TRX0001058,ACC00072,ACC00013,PIX,659.37,2026-05-27T23:13:37,CAIXA,Rafael Pereira,990.378.135-71,6406.0,11211.54,ATIVA,BAIXO,3335.55,APROVADA,APROVADA,659.37,False,False,False,False,False,12.05,BAIXO
TRX0001059,ACC00095,ACC00104,PIX,4521.45,2026-04-07T05:43:37,INTERNET_BANKING,Henrique Martins,218.036.167-63,1177.0,1198.31,ATIVA,MEDIO,21724.81,SALDO_INSUFICIENTE,REJEITADA,0.0,False,False,False,True,False,30.56,MEDIO
TRX0001060,ACC00117,,DEPOSITO,2899.85,2026-04-11T09:05:37,INTERNET_BANKING,Joao Gomes,644.486.398-97,4523.0,894.76,ATIVA,BAIXO,12352.72,APROVADA,APROVADA,2899.85,False,False,False,False,False,17.65,BAIXO
TRX0001061,ACC00084,ACC00046,TED,514.74,2026-05-03T02:32:37,APP,Felipe Teixeira,504.193.254-08,8611.0,1720.32,ATIVA,BAIXO,7451.5,APROVADA,APROVADA,514.74,False,False,False,True,False,15.08,BAIXO
TRX0001062,ACC00112,,SAQUE,324.71,2026-03-29T20:28:37,APP,Otavio Souza,048.489.403-24,6271.0,1205.68,ATIVA,BAIXO,3830.19,APROVADA,APROVADA,324.71,False,False,False,False,False,8.11,BAIXO
TRX0001063,ACC00048,,BOLETO,5744.7,2026-04-20T15:32:37,APP,Gabriela Silva,784.371.266-15,4283.0,2232.45,ENCERRADA,MEDIO,8807.6,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,51.62,MEDIO
TRX0001064,ACC00016,ACC00111,PIX,455.16,2026-04-19T23:10:37,APP,Isabela Gomes,384.893.296-26,5634.0,3509.8,BLOQUEADA,BAIXO,2555.4,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,30.14,MEDIO
TRX0001065,ACC00075,ACC00010,TED,218.26,2026-04-18T15:59:37,APP,Bruno Souza,451.612.704-51,3652.0,5177.81,ATIVA,BAIXO,15499.27,APROVADA,APROVADA,218.26,False,False,False,False,True,23.33,BAIXO
TRX0001066,ACC00025,ACC00112,PIX,162.26,2026-04-25T14:57:37,INTERNET_BANKING,Patricia Souza,511.251.415-07,1498.0,4487.06,ATIVA,BAIXO,17496.79,APROVADA,APROVADA,162.26,False,False,False,False,False,4.09,BAIXO
TRX0001067,ACC00068,,BOLETO,270.74,2026-04-08T18:58:37,APP,Diego Lima,102.148.101-52,5405.0,891.47,ATIVA,MEDIO,21268.29,APROVADA,APROVADA,270.74,False,False,False,False,False,11.04,BAIXO
TRX0001068,ACC00020,,BOLETO,1419.79,2026-05-07T18:31:37,APP,Elisa Oliveira,967.541.880-70,7650.0,3742.72,ATIVA,ALTO,10843.09,APROVADA,APROVADA,1419.79,False,False,False,False,False,22.62,BAIXO
TRX0001069,ACC00073,,CARTAO,278.51,2026-05-01T19:46:37,APP,Otavio Almeida,733.071.678-73,7646.0,12373.33,BLOQUEADA,BAIXO,4461.62,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,34.46,MEDIO
TRX0001070,ACC00111,ACC00100,PIX,134.85,2026-03-23T01:26:37,APP,Natalia Ferreira,151.345.668-03,1009.0,1054.95,BLOQUEADA,BAIXO,5541.07,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,True,False,41.12,MEDIO
TRX0001071,ACC00043,ACC00023,TED,316.89,2026-05-02T07:36:37,INTERNET_BANKING,Gabriela Pereira,562.649.114-56,4635.0,21076.44,ATIVA,BAIXO,8034.78,APROVADA,APROVADA,316.89,False,False,False,False,False,10.0,BAIXO
TRX0001072,ACCX45851,,CARTAO,82.83,2026-05-30T23:12:37,CAIXA,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,100.0,ALTO
TRX0001073,ACC00022,,DEPOSITO,1260.91,2026-05-24T13:01:37,APP,Marcos Lima,091.519.784-46,8062.0,4836.97,ATIVA,MEDIO,20225.2,APROVADA,APROVADA,1260.91,False,False,False,False,False,18.25,BAIXO
TRX0001074,ACC00098,,BOLETO,107.6,2026-04-15T00:26:37,INTERNET_BANKING,Rafael Pereira,341.988.338-57,5407.0,3990.75,ATIVA,BAIXO,22947.79,APROVADA,APROVADA,107.6,False,False,False,True,False,18.51,BAIXO
TRX0001075,ACC00082,ACC00055,PIX,489.46,2026-04-19T11:27:37,ATM,Diego Barbosa,475.832.429-14,5697.0,2150.84,ATIVA,BAIXO,12815.05,APROVADA,APROVADA,489.46,False,False,False,False,False,7.56,BAIXO
TRX0001076,ACCX79963,,SAQUE,190.41,2026-05-08T16:59:37,ATM,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,100.0,ALTO
TRX0001077,ACC00002,,BOLETO,952.44,2026-05-25T04:05:37,APP,Carla Souza,764.854.420-58,1574.0,8027.31,ATIVA,MEDIO,9831.36,APROVADA,APROVADA,952.44,False,False,False,True,False,21.7,BAIXO
TRX0001078,ACC00025,,SAQUE,298.29,2026-05-30T09:15:37,APP,Patricia Souza,511.251.415-07,1498.0,4487.06,ATIVA,BAIXO,17496.79,APROVADA,APROVADA,298.29,False,False,False,False,False,8.28,BAIXO
TRX0001079,ACC00032,,CARTAO,258.53,2026-05-09T23:27:37,INTERNET_BANKING,Rafael Teixeira,184.547.979-90,3280.0,1218.16,ATIVA,BAIXO,5525.35,APROVADA,APROVADA,258.53,False,False,False,False,False,8.61,BAIXO
TRX0001080,ACC00017,,SAQUE,258.46,2026-03-05T11:04:37,APP,Elisa Lima,991.807.882-81,5669.0,11794.65,ATIVA,BAIXO,10280.96,APROVADA,APROVADA,258.46,False,False,False,False,False,8.49,BAIXO
TRX0001081,ACC00022,,CARTAO,155.46,2026-05-29T19:15:37,APP,Marcos Lima,091.519.784-46,8062.0,4836.97,ATIVA,MEDIO,20225.2,APROVADA,APROVADA,155.46,False,False,False,False,False,13.55,BAIXO
TRX0001082,ACC00038,ACC00067,PIX,862.67,2026-03-30T20:28:37,INTERNET_BANKING,Natalia Silva,016.906.166-06,9072.0,5866.76,ATIVA,BAIXO,19754.05,APROVADA,APROVADA,862.67,False,False,False,False,False,3.82,BAIXO
TRX0001083,ACC00044,,DEPOSITO,1550.39,2026-04-13T19:38:37,APP,Bruno Ferreira,647.646.941-48,2958.0,563.58,ATIVA,BAIXO,11332.4,APROVADA,APROVADA,1550.39,False,False,False,False,False,10.77,BAIXO
TRX0001084,ACC00044,ACC00063,PIX,7043.4,2026-05-06T07:18:37,APP,Bruno Ferreira,647.646.941-48,2958.0,563.58,ATIVA,BAIXO,11332.4,SALDO_INSUFICIENTE,REJEITADA,0.0,False,False,False,False,False,10.78,BAIXO
TRX0001085,ACC00025,,CARTAO,57.08,2026-04-23T05:23:37,APP,Patricia Souza,511.251.415-07,1498.0,4487.06,ATIVA,BAIXO,17496.79,APROVADA,APROVADA,57.08,False,False,False,True,False,16.74,BAIXO
TRX0001086,ACC00052,ACC00029,PIX,1249.87,2026-05-28T00:54:37,APP,Otavio Ribeiro,564.677.607-37,5855.0,6610.4,ATIVA,BAIXO,19562.75,APROVADA,APROVADA,1249.87,False,False,False,True,False,11.38,BAIXO
TRX0001087,ACC00017,,DEPOSITO,298.14,2026-05-09T06:25:37,ATM,Elisa Lima,991.807.882-81,5669.0,11794.65,ATIVA,BAIXO,10280.96,APROVADA,APROVADA,298.14,False,False,False,False,False,16.8,BAIXO
TRX0001088,ACC00022,ACC00092,PIX,5283.32,2026-03-31T09:31:37,APP,Marcos Lima,091.519.784-46,8062.0,4836.97,ATIVA,MEDIO,20225.2,SALDO_INSUFICIENTE,REJEITADA,0.0,False,False,False,False,False,16.78,BAIXO
TRX0001089,ACC00005,ACC00082,PIX,3427.79,2026-03-03T02:30:37,INTERNET_BANKING,Natalia Silva,488.382.266-18,2798.0,3869.27,ATIVA,BAIXO,18071.39,APROVADA,APROVADA,3427.79,False,False,False,True,False,21.0,BAIXO
TRX0001090,ACC00069,ACC00077,PIX,1433.36,2026-03-30T15:22:37,ATM,Isabela Ferreira,235.294.863-27,3976.0,7263.27,ATIVA,BAIXO,18221.61,APROVADA,APROVADA,1433.36,False,False,False,False,False,9.12,BAIXO
TRX0001091,ACC00085,,BOLETO,2955.21,2026-04-16T05:52:37,INTERNET_BANKING,Henrique Costa,183.557.728-38,4643.0,3993.0,ATIVA,BAIXO,23626.16,APROVADA,APROVADA,2955.21,False,False,False,True,False,22.68,BAIXO
TRX0001092,ACC00054,ACC00016,TED,12021.13,2026-05-09T20:38:37,APP,Larissa Ribeiro,310.331.206-96,5033.0,4312.08,ATIVA,BAIXO,8033.52,SALDO_INSUFICIENTE,REJEITADA,0.0,True,False,False,False,False,48.87,MEDIO
TRX0001093,ACC00061,,BOLETO,322.22,2026-04-14T12:12:37,INTERNET_BANKING,Otavio Dias,606.347.485-96,3666.0,2687.61,ATIVA,BAIXO,24943.13,APROVADA,APROVADA,322.22,False,False,False,False,False,7.11,BAIXO
TRX0001094,ACCX65164,ACC00085,PIX,2990.74,2026-05-28T03:21:37,ATM,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,True,False,100.0,ALTO
TRX0001095,ACC00067,,CARTAO,159.87,2026-03-27T21:41:37,ATM,Rafael Martins,257.300.816-37,1544.0,1512.68,ATIVA,BAIXO,10761.96,APROVADA,APROVADA,159.87,False,False,False,False,False,13.3,BAIXO
TRX0001096,ACC00054,ACC00014,PIX,3581.17,2026-03-13T03:32:37,INTERNET_BANKING,Larissa Ribeiro,310.331.206-96,5033.0,4312.08,ATIVA,BAIXO,8033.52,APROVADA,APROVADA,3581.17,False,False,False,True,False,20.99,BAIXO
TRX0001097,ACC00080,,CARTAO,378.18,2026-03-30T04:29:37,INTERNET_BANKING,Henrique Almeida,299.387.986-36,3871.0,63638.14,ATIVA,BAIXO,15641.71,APROVADA,APROVADA,378.18,False,False,False,True,False,18.42,BAIXO
TRX0001098,ACC00064,,BOLETO,3631.28,2026-05-05T23:50:37,INTERNET_BANKING,Elisa Oliveira,972.566.028-22,3902.0,4986.13,ATIVA,BAIXO,14695.0,APROVADA,APROVADA,3631.28,False,False,False,False,False,13.33,BAIXO
TRX0001099,ACC00107,ACC00026,TED,631.42,2026-04-06T00:39:37,CAIXA,Gabriela Lima,575.237.255-77,5181.0,451.4,ATIVA,BAIXO,19160.03,SALDO_INSUFICIENTE,REJEITADA,0.0,False,False,False,True,False,24.87,BAIXO
TRX0001100,ACC00053,,CARTAO,340.71,2026-03-10T20:41:37,APP,Marcos Silva,354.935.183-35,5488.0,2292.98,ATIVA,BAIXO,23057.44,APROVADA,APROVADA,340.71,False,False,False,False,False,3.89,BAIXO
TRX0001101,ACC00117,,BOLETO,255.42,2026-05-16T10:15:37,APP,Joao Gomes,644.486.398-97,4523.0,894.76,ATIVA,BAIXO,12352.72,APROVADA,APROVADA,255.42,False,False,False,False,False,3.25,BAIXO
TRX0001102,ACCX98032,,DEPOSITO,136.56,2026-05-21T17:37:37,APP,,,,,,,,CONTA_INEXISTENTE,REJEITADA,0.0,True,True,False,False,False,99.98,ALTO
TRX0001103,ACC00107,,CARTAO,236.92,2026-04-25T02:02:37,APP,Gabriela Lima,575.237.255-77,5181.0,451.4,ATIVA,BAIXO,19160.03,APROVADA,APROVADA,236.92,False,False,False,True,False,14.72,BAIXO
TRX0001104,ACC00012,,SAQUE,531.2,2026-05-08T23:03:37,APP,Bruno Ribeiro,607.470.141-36,2300.0,13588.41,ATIVA,BAIXO,23240.32,APROVADA,APROVADA,531.2,False,False,False,False,True,25.77,BAIXO
TRX0001105,ACC00013,,CARTAO,83.61,2026-05-21T14:30:37,INTERNET_BANKING,Rafael Pereira,436.520.194-44,8043.0,7741.21,ATIVA,BAIXO,23538.92,APROVADA,APROVADA,83.61,False,False,False,False,False,9.69,BAIXO
TRX0001106,ACC00038,,CARTAO,135.99,2026-05-06T14:13:37,APP,Natalia Silva,016.906.166-06,9072.0,5866.76,ATIVA,BAIXO,19754.05,APROVADA,APROVADA,135.99,False,False,False,False,False,6.06,BAIXO
TRX0001107,ACC00023,,CARTAO,490.36,2026-04-28T04:37:37,CAIXA,Henrique Dias,357.698.762-41,4367.0,10011.35,ATIVA,MEDIO,12166.58,APROVADA,APROVADA,490.36,False,False,False,True,False,33.47,MEDIO
TRX0001108,ACC00103,ACC00055,PIX,498.23,2026-04-18T14:19:37,INTERNET_BANKING,Diego Oliveira,267.609.090-51,1856.0,5682.24,ENCERRADA,BAIXO,12338.41,CONTA_BLOQUEADA_OU_ENCERRADA,REJEITADA,0.0,False,False,True,False,False,32.88,MEDIO
TRX0001109,ACC00013,ACC00114,PIX,230.99,2026-05-29T21:24:37,APP,Rafael Pereira,436.520.194-44,8043.0,7741.21,ATIVA,BAIXO,23538.92,APROVADA,APROVADA,230.99,False,False,False,False,False,0.31,BAIXO
TRX0001110,ACC00110,ACC00083,TED,206.5,2026-03-03T19:21:37,APP,Felipe Rocha,405.096.346-22,4767.0,3373.26,ATIVA,BAIXO,10556.18,APROVADA,APROVADA,206.5,False,False,False,False,False,5.31,BAIXO
TRX0001111,ACC00046,,CARTAO,673.95,2026-03-23T09:05:37,APP,Isabela Ribeiro,539.587.581-98,5532.0,3123.26,ATIVA,BAIXO,21178.49,APROVADA,APROVADA,673.95,False,False,False,False,False,4.33,BAIXO
TRX0001112,ACC00094,,SAQUE,443.17,2026-05-17T14:09:37,APP,Marcos Gomes,773.485.175-57,9162.0,7641.72,ATIVA,BAIXO,11091.68,APROVADA,APROVADA,443.17,False,False,False,False,False,7.78,BAIXO
TRX0001113,ACC00015,ACC00059,TED,106.24,2026-03-14T12:12:37,ATM,Felipe Barbosa,661.226.779-73,1969.0,2323.04,ATIVA,BAIXO,14539.03,APROVADA,APROVADA,106.24,False,False,False,False,False,15.36,BAIXO
TRX0001114,ACC00050,,DEPOSITO,2581.48,2026-04-05T01:09:37,CAIXA,Rafael Oliveira,288.961.548-33,1720.0,4098.34,ATIVA,BAIXO,5040.81,APROVADA,APROVADA,2581.48,False,False,False,True,False,30.09,MEDIO
TRX0001115,ACC00084,,CARTAO,405.21,2026-03-14T21:01:37,APP,Felipe Teixeira,504.193.254-08,8611.0,1720.32,ATIVA,BAIXO,7451.5,APROVADA,APROVADA,405.21,False,False,False,False,True,21.59,BAIXO
TRX0001116,ACC00090,,DEPOSITO,156.39,2026-04-07T17:33:37,APP,Carla Silva,873.481.896-35,1450.0,12500.04,ATIVA,BAIXO,19144.71,APROVADA,APROVADA,156.39,False,False,False,False,False,9.82,BAIXO
TRX0001117,ACC00054,,BOLETO,354.07,2026-04-10T04:30:37,ATM,Larissa Ribeiro,310.331.206-96,5033.0,4312.08,ATIVA,BAIXO,8033.52,APROVADA,APROVADA,354.07,False,False,False,True,False,21.43,BAIXO
TRX0001118,ACC00087,,CARTAO,1087.33,2026-05-24T04:27:37,APP,Joao Silva,735.572.322-10,9459.0,4053.37,ATIVA,BAIXO,13029.29,APROVADA,APROVADA,1087.33,False,False,False,True,False,14.75,BAIXO
TRX0001119,ACC00046,ACC00111,PIX,471.65,2026-04-26T06:35:37,INTERNET_BANKING,Isabela Ribeiro,539.587.581-98,5532.0,3123.26,ATIVA,BAIXO,21178.49,APROVADA,APROVADA,471.65,False,False,False,False,False,2.89,BAIXO
TRX0001120,ACC00108,ACC00115,PIX,580.28,2026-03-06T06:17:37,APP,Rafael Barbosa,703.111.080-36,9912.0,4653.53,ATIVA,BAIXO,10733.58,APROVADA,APROVADA,580.28,False,False,False,False,False,0.35,BAIXO
TRX0001121,ACC00118,,CARTAO,396.15,2026-04-03T18:36:37,CAIXA,Elisa Ribeiro,353.393.035-03,2494.0,8949.95,ATIVA,BAIXO,14722.8,APROVADA,APROVADA,396.15,False,False,False,False,False,15.53,BAIXO
TRX0001122,ACC00006,ACC00084,PIX,221.32,2026-05-27T23:32:37,APP,Elisa Santos,545.501.214-66,5239.0,800.64,ATIVA,BAIXO,14509.12,APROVADA,APROVADA,221.32,False,False,False,False,False,0.31,BAIXO
TRX0001123,ACC00091,,BOLETO,314.24,2026-05-19T05:19:37,ATM,Larissa Santos,822.954.267-05,9939.0,2892.14,ATIVA,BAIXO,4532.21,APROVADA,APROVADA,314.24,False,False,False,True,False,21.72,BAIXO
TRX0001124,ACC00074,,SAQUE,222.92,2026-04-19T21:22:37,APP,Natalia Costa,660.175.192-09,1149.0,18357.71,ATIVA,BAIXO,22586.6,APROVADA,APROVADA,222.92,False,False,False,False,False,8.62,BAIXO
TRX0001125,ACC00086,,DEPOSITO,204.96,2026-03-07T22:50:37,APP,Gabriela Barbosa,287.132.186-16,4721.0,6003.06,ATIVA,MEDIO,21506.36,APROVADA,APROVADA,204.96,False,False,False,False,False,17.17,BAIXO
TRX0001126,ACC00090,,CARTAO,526.15,2026-05-12T11:40:37,APP,Carla Silva,873.481.896-35,1450.0,12500.04,ATIVA,BAIXO,19144.71,APROVADA,APROVADA,526.15,False,False,False,False,False,4.04,BAIXO
TRX0001127,ACC00032,ACC00085,TED,160.87,2026-03-20T08:12:37,INTERNET_BANKING,Rafael Teixeira,184.547.979-90,3280.0,1218.16,ATIVA,BAIXO,5525.35,APROVADA,APROVADA,160.87,False,False,False,False,False,10.54,BAIXO
TRX0001128,ACC00050,,SAQUE,1767.49,2026-04-13T14:28:37,INTERNET_BANKING,Rafael Oliveira,288.961.548-33,1720.0,4098.34,ATIVA,BAIXO,5040.81,APROVADA,APROVADA,1767.49,False,False,False,False,False,14.0,BAIXO
TRX0001129,ACC00079,,CARTAO,105.17,2026-04-19T19:49:37,ATM,Bruno Rocha,675.795.417-96,8789.0,1627.97,ATIVA,BAIXO,18974.61,APROVADA,APROVADA,105.17,False,False,False,False,False,13.87,BAIXO
TRX0001130,ACC00065,ACC00110,PIX,1723.17,2026-03-28T17:54:37,CAIXA,Elisa Santos,576.484.995-62,8330.0,2319.81,ATIVA,BAIXO,14711.01,APROVADA,APROVADA,1723.17,False,False,False,False,False,13.99,BAIXO
TRX0001131,ACC00022,ACC00063,PIX,2405.32,2026-05-11T08:56:37,APP,Marcos Lima,091.519.784-46,8062.0,4836.97,ATIVA,MEDIO,20225.2,APROVADA,APROVADA,2405.32,False,False,False,False,False,11.47,BAIXO
